currency,rate,date
JEP,0.130535,2024-12-10
JMD,25.914561,2024-12-10
JOD,0.117318,2024-12-10
JPY,25.106507,2024-12-10
KES,21.416847,2024-12-10
KGS,14.354672,2024-12-10
KHR,665.145541,2024-12-10
KMF,77.086261,2024-12-10
KPW,148.839048,2024-12-10
KRW,237.307483,2024-12-10
KWD,0.050865,2024-12-10
KYD,0.137883,2024-12-10
KZT,84.594244,2024-12-10
AED,0.616795,2024-12-11
AFN,11.754869,2024-12-11
ALL,15.68715,2024-12-11
AMD,66.22164,2024-12-11
ANG,0.302303,2024-12-11
AOA,153.568628,2024-12-11
ARS,170.774854,2024-12-11
AUD,0.26306,2024-12-11
AWG,0.302266,2024-12-11
AZN,0.285374,2024-12-11
BAM,0.312332,2024-12-11
BBD,0.338685,2024-12-11
BDT,20.044932,2024-12-11
BGN,0.3129,2024-12-11
BHD,0.063331,2024-12-11
BIF,486.313137,2024-12-11
BMD,0.167926,2024-12-11
BND,0.225412,2024-12-11
BOB,1.1591,2024-12-11
BRL,1.0,2024-12-11
BSD,0.167745,2024-12-11
BTC,1.656488E-6,2024-12-11
BTN,14.223197,2024-12-11
BWP,2.276061,2024-12-11
BYN,0.548946,2024-12-11
BYR,3291.345818,2024-12-11
BZD,0.338119,2024-12-11
CAD,0.237609,2024-12-11
CDF,481.947081,2024-12-11
CHF,0.148324,2024-12-11
CLF,0.005935,2024-12-11
CLP,163.761058,2024-12-11
CNY,1.219495,2024-12-11
CNH,1.220747,2024-12-11
COP,728.462151,2024-12-11
CRC,84.176099,2024-12-11
CUC,0.167926,2024-12-11
CUP,4.450034,2024-12-11
CVE,17.674139,2024-12-11
CZK,4.00948,2024-12-11
DJF,29.843753,2024-12-11
DKK,1.191905,2024-12-11
DOP,10.167958,2024-12-11
DZD,22.453993,2024-12-11
EGP,8.503309,2024-12-11
ERN,2.518887,2024-12-11
ETB,21.345279,2024-12-11
EUR,0.159834,2024-12-11
FJD,0.389,2024-12-11
FKP,0.132547,2024-12-11
GBP,0.131547,2024-12-11
GEL,0.471948,2024-12-11
GGP,0.132547,2024-12-11
GHS,2.476878,2024-12-11
GIP,0.132547,2024-12-11
GMD,12.090607,2024-12-11
GNF,1449.199771,2024-12-11
GTQ,1.292413,2024-12-11
GYD,35.083159,2024-12-11
HKD,1.305576,2024-12-11
HNL,4.253,2024-12-11
HRK,1.197858,2024-12-11
HTG,21.971273,2024-12-11
HUF,65.506211,2024-12-11
IDR,2681.783535,2024-12-11
ILS,0.600555,2024-12-11
IMP,0.132547,2024-12-11
INR,14.249739,2024-12-11
IQD,219.740486,2024-12-11
IRR,7067.576997,2024-12-11
ISK,23.321493,2024-12-11
JEP,0.132547,2024-12-11
JMD,26.285817,2024-12-11
JOD,0.119076,2024-12-11
JPY,25.567291,2024-12-11
KES,21.74653,2024-12-11
KGS,14.576066,2024-12-11
KHR,675.397593,2024-12-11
KMF,78.274414,2024-12-11
KPW,151.133163,2024-12-11
KRW,240.160808,2024-12-11
KWD,0.051649,2024-12-11
KYD,0.139786,2024-12-11
KZT,87.605619,2024-12-11
AED,0.612406,2024-12-12
AFN,11.626759,2024-12-12
ALL,15.608315,2024-12-12
AMD,65.562243,2024-12-12
ANG,0.300688,2024-12-12
AOA,152.125175,2024-12-12
ARS,169.777848,2024-12-12
AUD,0.261625,2024-12-12
AWG,0.30012,2024-12-12
AZN,0.28119,2024-12-12
BAM,0.310711,2024-12-12
BBD,0.336876,2024-12-12
BDT,19.939308,2024-12-12
BGN,0.31147,2024-12-12
BHD,0.062868,2024-12-12
BIF,493.138634,2024-12-12
BMD,0.166733,2024-12-12
BND,0.224275,2024-12-12
BOB,1.152871,2024-12-12
BRL,1.0,2024-12-12
BSD,0.166833,2024-12-12
BTC,1.659158E-6,2024-12-12
BTN,14.155766,2024-12-12
BWP,2.253158,2024-12-12
BYN,0.545992,2024-12-12
BYR,3267.973585,2024-12-12
BZD,0.33631,2024-12-12
CAD,0.237075,2024-12-12
CDF,478.52466,2024-12-12
CHF,0.148738,2024-12-12
CLF,0.005903,2024-12-12
CLP,162.880106,2024-12-12
CNY,1.211918,2024-12-12
CNH,1.213121,2024-12-12
COP,724.458056,2024-12-12
CRC,84.036263,2024-12-12
CUC,0.166733,2024-12-12
CUP,4.418434,2024-12-12
CVE,17.517558,2024-12-12
CZK,3.989137,2024-12-12
DJF,29.63183,2024-12-12
DKK,1.187191,2024-12-12
AED,0.607871,2024-12-13
AFN,11.582175,2024-12-13
ALL,15.479173,2024-12-13
AMD,65.207555,2024-12-13
ANG,0.298139,2024-12-13
AOA,150.997685,2024-12-13
ARS,168.412669,2024-12-13
AUD,0.260502,2024-12-13
AWG,0.297895,2024-12-13
AZN,0.282002,2024-12-13
BAM,0.308454,2024-12-13
BBD,0.333997,2024-12-13
BDT,19.769244,2024-12-13
BGN,0.3084,2024-12-13
BHD,0.062404,2024-12-13
BIF,488.950961,2024-12-13
BMD,0.165497,2024-12-13
BND,0.223127,2024-12-13
BOB,1.143088,2024-12-13
BRL,1.0,2024-12-13
BSD,0.165423,2024-12-13
BTC,1.626904E-6,2024-12-13
BTN,14.021465,2024-12-13
BWP,2.25209,2024-12-13
BYN,0.541353,2024-12-13
BYR,3243.741964,2024-12-13
BZD,0.333429,2024-12-13
CAD,0.235626,2024-12-13
CDF,474.976562,2024-12-13
CHF,0.147748,2024-12-13
CLF,0.005886,2024-12-13
CLP,162.400655,2024-12-13
CNY,1.204174,2024-12-13
CNH,1.204776,2024-12-13
COP,718.156196,2024-12-13
CRC,83.381729,2024-12-13
CUC,0.165497,2024-12-13
CUP,4.385672,2024-12-13
CVE,17.390153,2024-12-13
CZK,3.94166,2024-12-13
DJF,29.412199,2024-12-13
DKK,1.175112,2024-12-13
AED,0.607864,2024-12-15
AFN,11.567078,2024-12-15
ALL,15.458996,2024-12-15
AMD,64.923059,2024-12-15
ANG,0.297745,2024-12-15
AOA,150.997728,2024-12-15
ARS,168.188305,2024-12-15
AUD,0.259943,2024-12-15
AWG,0.297895,2024-12-15
AZN,0.28183,2024-12-15
BAM,0.308046,2024-12-15
BBD,0.333562,2024-12-15
BDT,19.743099,2024-12-15
BGN,0.308072,2024-12-15
BHD,0.06234,2024-12-15
BIF,488.308978,2024-12-15
BMD,0.165497,2024-12-15
BND,0.222836,2024-12-15
BOB,1.141587,2024-12-15
BRL,1.0,2024-12-15
BSD,0.165206,2024-12-15
BTC,1.58574E-6,2024-12-15
BTN,14.003189,2024-12-15
BWP,2.249154,2024-12-15
BYN,0.540647,2024-12-15
BYR,3243.743154,2024-12-15
BZD,0.332994,2024-12-15
CAD,0.235447,2024-12-15
CDF,474.976742,2024-12-15
CHF,0.147596,2024-12-15
CLF,0.005869,2024-12-15
CLP,161.953265,2024-12-15
CNY,1.204173,2024-12-15
CNH,1.204394,2024-12-15
COP,718.217249,2024-12-15
CRC,83.27225,2024-12-15
CUC,0.165497,2024-12-15
CUP,4.385673,2024-12-15
CVE,17.367155,2024-12-15
CZK,3.943308,2024-12-15
DJF,29.418557,2024-12-15
DKK,1.174409,2024-12-15
DOP,10.040866,2024-12-15
DZD,22.137157,2024-12-15
EGP,8.405794,2024-12-15
ERN,2.482456,2024-12-15
ETB,20.988545,2024-12-15
EUR,0.157473,2024-12-15
FJD,0.383912,2024-12-15
FKP,0.131071,2024-12-15
GBP,0.131063,2024-12-15
GEL,0.465093,2024-12-15
GGP,0.131071,2024-12-15
GHS,2.428551,2024-12-15
GIP,0.131071,2024-12-15
GMD,11.915841,2024-12-15
GNF,1426.196753,2024-12-15
GTQ,1.272631,2024-12-15
GYD,34.56263,2024-12-15
HKD,1.286852,2024-12-15
HNL,4.189601,2024-12-15
HRK,1.187095,2024-12-15
HTG,21.604794,2024-12-15
HUF,64.552637,2024-12-15
IDR,2653.323976,2024-12-15
ILS,0.595378,2024-12-15
IMP,0.131071,2024-12-15
INR,14.035727,2024-12-15
IQD,216.410197,2024-12-15
IRR,6965.367581,2024-12-15
ISK,22.957707,2024-12-15
JEP,0.131071,2024-12-15
JMD,25.888897,2024-12-15
JOD,0.117404,2024-12-15
JPY,25.397433,2024-12-15
KES,21.352788,2024-12-15
KGS,14.391247,2024-12-15
KHR,665.138474,2024-12-15
KMF,77.142334,2024-12-15
KPW,148.947297,2024-12-15
KRW,237.562794,2024-12-15
KWD,0.050966,2024-12-15
KYD,0.137674,2024-12-15
KZT,86.62393,2024-12-15
AED,0.597359,2024-12-16
AFN,11.381396,2024-12-16
ALL,15.21372,2024-12-16
AMD,63.874717,2024-12-16
ANG,0.292932,2024-12-16
AOA,148.384951,2024-12-16
ARS,166.089288,2024-12-16
AUD,0.255059,2024-12-16
AWG,0.29274,2024-12-16
AZN,0.276128,2024-12-16
BAM,0.303004,2024-12-16
BBD,0.32818,2024-12-16
BDT,19.421506,2024-12-16
BGN,0.302449,2024-12-16
BHD,0.061331,2024-12-16
BIF,480.425103,2024-12-16
BMD,0.162633,2024-12-16
BND,0.219406,2024-12-16
BOB,1.127086,2024-12-16
BRL,1.0,2024-12-16
BSD,0.16254,2024-12-16
BTC,1.534844E-6,2024-12-16
BTN,13.796861,2024-12-16
BWP,2.211257,2024-12-16
BYN,0.531891,2024-12-16
BYR,3187.615135,2024-12-16
BZD,0.327606,2024-12-16
CAD,0.231507,2024-12-16
CDF,466.757973,2024-12-16
CHF,0.145406,2024-12-16
CLF,0.0058,2024-12-16
CLP,160.042713,2024-12-16
CNY,1.184525,2024-12-16
CNH,1.185472,2024-12-16
COP,702.381237,2024-12-16
CRC,82.06423,2024-12-16
CUC,0.162633,2024-12-16
CUP,4.309786,2024-12-16
CVE,17.0829,2024-12-16
CZK,3.873408,2024-12-16
DJF,28.903237,2024-12-16
DKK,1.153525,2024-12-16
AED,0.601661,2024-12-17
AFN,11.506979,2024-12-17
ALL,15.347404,2024-12-17
AMD,64.451571,2024-12-17
ANG,0.295216,2024-12-17
AOA,149.456762,2024-12-17
ARS,167.136778,2024-12-17
AUD,0.258407,2024-12-17
AWG,0.294855,2024-12-17
AZN,0.278502,2024-12-17
BAM,0.305364,2024-12-17
BBD,0.330726,2024-12-17
BDT,19.574354,2024-12-17
BGN,0.305345,2024-12-17
BHD,0.061771,2024-12-17
BIF,484.191747,2024-12-17
BMD,0.163808,2024-12-17
BND,0.221284,2024-12-17
BOB,1.131951,2024-12-17
BRL,1.0,2024-12-17
BSD,0.163794,2024-12-17
BTC,1.538029E-6,2024-12-17
BTN,13.915013,2024-12-17
BWP,2.237786,2024-12-17
BYN,0.536066,2024-12-17
BYR,3210.640002,2024-12-17
BZD,0.330174,2024-12-17
CAD,0.234417,2024-12-17
CDF,470.129407,2024-12-17
CHF,0.146204,2024-12-17
CLF,0.005833,2024-12-17
CLP,160.959576,2024-12-17
CNY,1.19344,2024-12-17
CNH,1.193782,2024-12-17
COP,711.833288,2024-12-17
CRC,82.453669,2024-12-17
CUC,0.163808,2024-12-17
CUP,4.340916,2024-12-17
CVE,17.21597,2024-12-17
CZK,3.915482,2024-12-17
DJF,29.169435,2024-12-17
DKK,1.1643,2024-12-17
AED,0.583903,2024-12-18
AFN,11.151467,2024-12-18
ALL,14.898763,2024-12-18
AMD,62.642353,2024-12-18
ANG,0.286518,2024-12-18
AOA,145.495091,2024-12-18
ARS,162.511884,2024-12-18
AUD,0.256157,2024-12-18
AWG,0.28615,2024-12-18
AZN,0.270849,2024-12-18
BAM,0.296211,2024-12-18
BBD,0.320989,2024-12-18
BDT,18.998234,2024-12-18
BGN,0.300345,2024-12-18
BHD,0.059915,2024-12-18
BIF,469.942767,2024-12-18
BMD,0.158972,2024-12-18
BND,0.214745,2024-12-18
BOB,1.098487,2024-12-18
BRL,1.0,2024-12-18
BSD,0.15898,2024-12-18
BTC,1.562282E-6,2024-12-18
BTN,13.51004,2024-12-18
BWP,2.17037,2024-12-18
BYN,0.520271,2024-12-18
BYR,3115.858819,2024-12-18
BZD,0.319414,2024-12-18
CAD,0.2299,2024-12-18
CDF,456.250724,2024-12-18
CHF,0.143377,2024-12-18
CLF,0.005729,2024-12-18
CLP,158.085361,2024-12-18
CNY,1.158336,2024-12-18
CNH,1.164457,2024-12-18
COP,695.200563,2024-12-18
CRC,80.012493,2024-12-18
CUC,0.158972,2024-12-18
CUP,4.212768,2024-12-18
CVE,16.699938,2024-12-18
CZK,3.859369,2024-12-18
DJF,28.252535,2024-12-18
DKK,1.145994,2024-12-18
AED,0.59693,2024-12-19
AFN,11.404318,2024-12-19
ALL,15.362002,2024-12-19
AMD,64.180652,2024-12-19
ANG,0.292959,2024-12-19
AOA,149.193119,2024-12-19
ARS,166.093571,2024-12-19
AUD,0.260783,2024-12-19
AWG,0.292536,2024-12-19
AZN,0.276351,2024-12-19
BAM,0.305607,2024-12-19
BBD,0.328208,2024-12-19
BDT,19.42437,2024-12-19
BGN,0.306644,2024-12-19
BHD,0.061289,2024-12-19
BIF,480.546917,2024-12-19
BMD,0.16252,2024-12-19
BND,0.220849,2024-12-19
BOB,1.123234,2024-12-19
BRL,1.0,2024-12-19
BSD,0.162557,2024-12-19
BTC,1.638856E-6,2024-12-19
BTN,13.831044,2024-12-19
BWP,2.238968,2024-12-19
BYN,0.531998,2024-12-19
BYR,3185.386705,2024-12-19
BZD,0.326599,2024-12-19
CAD,0.234082,2024-12-19
CDF,466.431666,2024-12-19
CHF,0.14611,2024-12-19
CLF,0.005841,2024-12-19
CLP,161.162739,2024-12-19
CNY,1.185809,2024-12-19
CNH,1.188303,2024-12-19
COP,711.582886,2024-12-19
CRC,81.747349,2024-12-19
CUC,0.16252,2024-12-19
CUP,4.306773,2024-12-19
CVE,17.228348,2024-12-19
CZK,3.940794,2024-12-19
DJF,28.883049,2024-12-19
DKK,1.169558,2024-12-19
DOP,9.885617,2024-12-19
DZD,21.879221,2024-12-19
EGP,8.27544,2024-12-19
ERN,2.437796,2024-12-19
ETB,20.670814,2024-12-19
EUR,0.156805,2024-12-19
FJD,0.377437,2024-12-19
FKP,0.128713,2024-12-19
GBP,0.130045,2024-12-19
GEL,0.456639,2024-12-19
GGP,0.128713,2024-12-19
GHS,2.389431,2024-12-19
GIP,0.128713,2024-12-19
GMD,11.701422,2024-12-19
GNF,1404.329461,2024-12-19
GTQ,1.251918,2024-12-19
GYD,34.007945,2024-12-19
HKD,1.262777,2024-12-19
HNL,4.126272,2024-12-19
HRK,1.165739,2024-12-19
HTG,21.261811,2024-12-19
HUF,65.050121,2024-12-19
IDR,2648.730305,2024-12-19
ILS,0.591661,2024-12-19
IMP,0.128713,2024-12-19
INR,13.859626,2024-12-19
IQD,212.94622,2024-12-19
IRR,6840.049091,2024-12-19
ISK,22.658536,2024-12-19
JEP,0.128713,2024-12-19
JMD,25.419532,2024-12-19
JOD,0.115292,2024-12-19
JPY,25.621562,2024-12-19
KES,21.052841,2024-12-19
KGS,14.139261,2024-12-19
KHR,653.921843,2024-12-19
KMF,75.754503,2024-12-19
KPW,146.267666,2024-12-19
KRW,234.455023,2024-12-19
KWD,0.050053,2024-12-19
KYD,0.135463,2024-12-19
KZT,85.280047,2024-12-19
AED,0.632071,2024-11-26
AFN,11.615502,2024-11-26
ALL,16.081246,2024-11-26
AMD,66.834118,2024-11-26
ANG,0.309237,2024-11-26
AOA,156.941033,2024-11-26
ARS,173.330344,2024-11-26
AUD,0.265795,2024-11-26
AWG,0.310182,2024-11-26
AZN,0.293329,2024-11-26
BAM,0.319198,2024-11-26
BBD,0.346429,2024-11-26
BDT,20.503568,2024-11-26
BGN,0.320878,2024-11-26
BHD,0.064864,2024-11-26
BIF,498.184306,2024-11-26
BMD,0.172084,2024-11-26
BND,0.23103,2024-11-26
BOB,1.185714,2024-11-26
BRL,1.0,2024-11-26
BSD,0.171574,2024-11-26
BTC,1.870655E-6,2024-11-26
BTN,14.462877,2024-11-26
BWP,2.340908,2024-11-26
BYN,0.561516,2024-11-26
BYR,3372.854021,2024-11-26
BZD,0.345869,2024-11-26
CAD,0.241844,2024-11-26
CDF,494.054323,2024-11-26
CHF,0.152524,2024-11-26
CLF,0.006096,2024-11-26
CLP,168.207327,2024-11-26
CNY,1.247965,2024-11-26
CNH,1.248762,2024-11-26
COP,757.687564,2024-11-26
CRC,87.67176,2024-11-26
CUC,0.172084,2024-11-26
CUP,4.560236,2024-11-26
CVE,18.185013,2024-11-26
CZK,4.147182,2024-11-26
DJF,30.582846,2024-11-26
DKK,1.223454,2024-11-26
AED,0.614802,2024-11-29
AFN,11.382052,2024-11-29
ALL,15.650905,2024-11-29
AMD,66.055784,2024-11-29
ANG,0.301866,2024-11-29
AOA,152.820023,2024-11-29
ARS,169.079809,2024-11-29
AUD,0.257158,2024-11-29
AWG,0.301706,2024-11-29
AZN,0.285214,2024-11-29
BAM,0.310135,2024-11-29
BBD,0.338174,2024-11-29
BDT,20.015142,2024-11-29
BGN,0.30945,2024-11-29
BHD,0.063095,2024-11-29
BIF,484.571509,2024-11-29
BMD,0.167382,2024-11-29
BND,0.224379,2024-11-29
BOB,1.157373,2024-11-29
BRL,1.0,2024-11-29
BSD,0.167493,2024-11-29
BTC,1.717552E-6,2024-11-29
BTN,14.167294,2024-11-29
BWP,2.278794,2024-11-29
BYN,0.548136,2024-11-29
BYR,3280.691389,2024-11-29
BZD,0.337603,2024-11-29
CAD,0.234611,2024-11-29
CDF,480.554396,2024-11-29
CHF,0.147467,2024-11-29
CLF,0.005907,2024-11-29
CLP,163.005235,2024-11-29
CNY,1.212132,2024-11-29
CNH,1.213228,2024-11-29
COP,740.666296,2024-11-29
CRC,85.1182,2024-11-29
CUC,0.167382,2024-11-29
CUP,4.435629,2024-11-29
CVE,17.566829,2024-11-29
CZK,3.997389,2024-11-29
DJF,29.747233,2024-11-29
DKK,1.180313,2024-11-29
DOP,10.114438,2024-12-12
DZD,22.337325,2024-12-12
EGP,8.473022,2024-12-12
ERN,2.501,2024-12-12
ETB,21.193571,2024-12-12
EUR,0.159194,2024-12-12
FJD,0.38678,2024-12-12
FKP,0.131605,2024-12-12
GBP,0.131528,2024-12-12
GEL,0.468534,2024-12-12
GGP,0.131605,2024-12-12
GHS,2.44427,2024-12-12
GIP,0.131605,2024-12-12
GMD,12.004755,2024-12-12
GNF,1439.818883,2024-12-12
GTQ,1.285485,2024-12-12
GYD,34.906692,2024-12-12
HKD,1.296377,2024-12-12
HNL,4.231245,2024-12-12
HRK,1.189352,2024-12-12
HTG,21.830157,2024-12-12
HUF,65.177729,2024-12-12
IDR,2663.198392,2024-12-12
ILS,0.59498,2024-12-12
IMP,0.131605,2024-12-12
INR,14.145565,2024-12-12
IQD,218.555744,2024-12-12
IRR,7017.389865,2024-12-12
ISK,23.268891,2024-12-12
JEP,0.131605,2024-12-12
JMD,26.063603,2024-12-12
JOD,0.11828,2024-12-12
JPY,25.442345,2024-12-12
KES,21.606971,2024-12-12
KGS,14.472478,2024-12-12
KHR,670.085232,2024-12-12
KMF,77.718581,2024-12-12
KPW,150.059948,2024-12-12
KRW,238.47204,2024-12-12
KWD,0.051297,2024-12-12
KYD,0.139036,2024-12-12
KZT,87.246114,2024-12-12
DOP,9.866149,2024-12-16
DZD,21.764254,2024-12-16
EGP,8.261827,2024-12-16
ERN,2.439501,2024-12-16
ETB,20.630997,2024-12-16
EUR,0.154641,2024-12-16
FJD,0.372512,2024-12-16
FKP,0.128803,2024-12-16
GBP,0.128151,2024-12-16
GEL,0.457009,2024-12-16
GGP,0.128803,2024-12-16
GHS,2.389066,2024-12-16
GIP,0.128803,2024-12-16
GMD,11.709666,2024-12-16
GNF,1403.628324,2024-12-16
GTQ,1.252016,2024-12-16
GYD,34.002481,2024-12-16
HKD,1.264374,2024-12-16
HNL,4.123858,2024-12-16
HRK,1.166554,2024-12-16
HTG,21.239798,2024-12-16
HUF,63.244939,2024-12-16
IDR,2604.736939,2024-12-16
ILS,0.583277,2024-12-16
IMP,0.128803,2024-12-16
INR,13.810432,2024-12-16
IQD,212.924756,2024-12-16
IRR,6844.83324,2024-12-16
ISK,22.438502,2024-12-16
JEP,0.128803,2024-12-16
JMD,25.420236,2024-12-16
JOD,0.115372,2024-12-16
JPY,25.058965,2024-12-16
KES,21.005799,2024-12-16
KGS,14.148734,2024-12-16
KHR,653.167441,2024-12-16
KMF,75.807511,2024-12-16
KPW,146.369992,2024-12-16
KRW,233.541589,2024-12-16
KWD,0.050046,2024-12-16
KYD,0.135436,2024-12-16
KZT,85.371316,2024-12-16
AED,0.603514,2024-12-20
AFN,11.531472,2024-12-20
ALL,15.562349,2024-12-20
AMD,64.910901,2024-12-20
ANG,0.29604,2024-12-20
AOA,150.837034,2024-12-20
ARS,167.876989,2024-12-20
AUD,0.262813,2024-12-20
AWG,0.295759,2024-12-20
AZN,0.27998,2024-12-20
BAM,0.309157,2024-12-20
BBD,0.33167,2024-12-20
BDT,19.629395,2024-12-20
BGN,0.307929,2024-12-20
BHD,0.061963,2024-12-20
BIF,485.649623,2024-12-20
BMD,0.16431,2024-12-20
BND,0.223089,2024-12-20
BOB,1.135116,2024-12-20
BRL,1.0,2024-12-20
BSD,0.16427,2024-12-20
BTC,1.681365E-6,2024-12-20
BTN,13.965173,2024-12-20
BWP,2.27039,2024-12-20
BYN,0.537577,2024-12-20
BYR,3220.484395,2024-12-20
BZD,0.3302,2024-12-20
CAD,0.235335,2024-12-20
CDF,471.570989,2024-12-20
CHF,0.146845,2024-12-20
CLF,0.00589,2024-12-20
CLP,162.527725,2024-12-20
CNY,1.198875,2024-12-20
CNH,1.198251,2024-12-20
COP,721.32278,2024-12-20
CRC,82.878006,2024-12-20
CUC,0.16431,2024-12-20
CUP,4.354226,2024-12-20
CVE,17.430073,2024-12-20
CZK,3.958617,2024-12-20
DJF,29.201314,2024-12-20
DKK,1.175083,2024-12-20
DOP,10.002803,2024-12-20
DZD,22.149899,2024-12-20
EGP,8.360642,2024-12-20
ERN,2.464656,2024-12-20
ETB,20.476843,2024-12-20
EUR,0.157533,2024-12-20
FJD,0.380716,2024-12-20
FKP,0.130131,2024-12-20
GBP,0.130706,2024-12-20
GEL,0.461776,2024-12-20
GGP,0.130131,2024-12-20
GHS,2.41471,2024-12-20
GIP,0.130131,2024-12-20
GMD,11.830409,2024-12-20
GNF,1419.157773,2024-12-20
GTQ,1.265696,2024-12-20
GYD,34.366789,2024-12-20
HKD,1.277735,2024-12-20
HNL,4.169824,2024-12-20
HRK,1.178583,2024-12-20
HTG,21.49011,2024-12-20
HUF,65.219802,2024-12-20
IDR,2657.11323,2024-12-20
ILS,0.599564,2024-12-20
IMP,0.130131,2024-12-20
INR,13.958541,2024-12-20
IQD,215.185637,2024-12-20
IRR,6915.41578,2024-12-20
ISK,22.85893,2024-12-20
JEP,0.130131,2024-12-20
JMD,25.701192,2024-12-20
JOD,0.116513,2024-12-20
JPY,25.701937,2024-12-20
KES,21.237186,2024-12-20
KGS,14.295065,2024-12-20
KHR,660.115492,2024-12-20
KMF,76.589205,2024-12-20
KPW,147.879294,2024-12-20
KRW,237.661953,2024-12-20
KWD,0.050599,2024-12-20
KYD,0.13689,2024-12-20
KZT,86.268685,2024-12-20
DOP,9.957653,2024-12-08
DZD,21.90901,2024-12-08
EGP,8.209201,2024-12-08
ERN,2.463133,2024-12-08
ETB,20.840608,2024-12-08
EUR,0.155425,2024-12-08
FJD,0.375003,2024-12-08
FKP,0.129613,2024-12-08
GBP,0.128807,2024-12-08
GEL,0.46137,2024-12-08
GGP,0.129613,2024-12-08
GHS,2.441201,2024-12-08
GIP,0.129613,2024-12-08
GMD,11.741094,2024-12-08
GNF,1417.331256,2024-12-08
GTQ,1.268114,2024-12-08
GYD,34.382084,2024-12-08
HKD,1.277583,2024-12-08
HNL,4.162557,2024-12-08
HRK,1.171344,2024-12-08
HTG,21.537907,2024-12-08
HUF,64.361659,2024-12-08
IDR,2605.214956,2024-12-08
ILS,0.588291,2024-12-08
IMP,0.129613,2024-12-08
INR,13.90414,2024-12-08
IQD,215.348019,2024-12-08
IRR,6913.193948,2024-12-08
ISK,22.641159,2024-12-08
JEP,0.129613,2024-12-08
JMD,25.811018,2024-12-08
JOD,0.116441,2024-12-08
JPY,24.621148,2024-12-08
KES,21.247547,2024-12-08
KGS,14.253435,2024-12-08
KHR,662.239023,2024-12-08
KMF,76.521286,2024-12-08
KPW,147.787931,2024-12-08
KRW,234.038712,2024-12-08
KWD,0.05046,2024-12-08
KYD,0.136997,2024-12-08
KZT,83.569441,2024-12-08
AED,0.614802,2024-11-30
AFN,11.36127,2024-11-30
ALL,15.543256,2024-11-30
AMD,66.162041,2024-11-30
ANG,0.30109,2024-11-30
AOA,152.820023,2024-11-30
ARS,168.654999,2024-11-30
AUD,0.2568,2024-11-30
AWG,0.301706,2024-11-30
AZN,0.285214,2024-11-30
BAM,0.309347,2024-11-30
BBD,0.337327,2024-11-30
BDT,19.964076,2024-11-30
BGN,0.309347,2024-11-30
BHD,0.063078,2024-11-30
BIF,493.581797,2024-11-30
BMD,0.167382,2024-11-30
BND,0.223809,2024-11-30
BOB,1.154475,2024-11-30
BRL,1.0,2024-11-30
BSD,0.167074,2024-11-30
BTC,1.737365E-6,2024-11-30
BTN,14.131282,2024-11-30
BWP,2.273045,2024-11-30
BYN,0.546742,2024-11-30
BYR,3280.691389,2024-11-30
BZD,0.336757,2024-11-30
CAD,0.234595,2024-11-30
CDF,480.554396,2024-11-30
CHF,0.147441,2024-11-30
CLF,0.005909,2024-11-30
CLP,163.06104,2024-11-30
CNY,1.212132,2024-11-30
CNH,1.213228,2024-11-30
COP,732.337716,2024-11-30
CRC,84.905053,2024-11-30
CUC,0.167382,2024-11-30
CUP,4.435629,2024-11-30
CVE,17.440491,2024-11-30
CZK,3.997439,2024-11-30
DJF,29.749984,2024-11-30
DKK,1.180129,2024-11-30
AED,0.614794,2024-12-01
AFN,11.361271,2024-12-01
ALL,15.543256,2024-12-01
AMD,66.162045,2024-12-01
ANG,0.30109,2024-12-01
AOA,152.820005,2024-12-01
ARS,169.291701,2024-12-01
AUD,0.257433,2024-12-01
AWG,0.301706,2024-12-01
AZN,0.284144,2024-12-01
BAM,0.309347,2024-12-01
BBD,0.337327,2024-12-01
BDT,19.964077,2024-12-01
BGN,0.309347,2024-12-01
BHD,0.062983,2024-12-01
BIF,493.581823,2024-12-01
BMD,0.167382,2024-12-01
BND,0.223809,2024-12-01
BOB,1.154475,2024-12-01
BRL,1.0,2024-12-01
BSD,0.167074,2024-12-01
BTC,1.720696E-6,2024-12-01
BTN,14.131283,2024-12-01
BWP,2.273045,2024-12-01
BYN,0.546742,2024-12-01
BYR,3280.691567,2024-12-01
BZD,0.336757,2024-12-01
CAD,0.234559,2024-12-01
CDF,480.554439,2024-12-01
CHF,0.147653,2024-12-01
CLF,0.005909,2024-12-01
CLP,163.061049,2024-12-01
CNY,1.212132,2024-12-01
CNH,1.214833,2024-12-01
COP,732.337756,2024-12-01
CRC,84.905058,2024-12-01
CUC,0.167382,2024-12-01
CUP,4.435629,2024-12-01
CVE,17.440492,2024-12-01
CZK,4.010304,2024-12-01
DJF,29.749986,2024-12-01
DKK,1.184011,2024-12-01
AED,0.603146,2024-12-07
AFN,11.319397,2024-12-07
ALL,15.278857,2024-12-07
AMD,65.882306,2024-12-07
ANG,0.296276,2024-12-07
AOA,149.821409,2024-12-07
ARS,166.17912,2024-12-07
AUD,0.256938,2024-12-07
AWG,0.295576,2024-12-07
AZN,0.279807,2024-12-07
BAM,0.303683,2024-12-07
BBD,0.331927,2024-12-07
BDT,19.645132,2024-12-07
BGN,0.303683,2024-12-07
BHD,0.061861,2024-12-07
BIF,485.817959,2024-12-07
BMD,0.164209,2024-12-07
BND,0.220255,2024-12-07
BOB,1.135977,2024-12-07
BRL,1.0,2024-12-07
BSD,0.164387,2024-12-07
